--- LoRa Receiver Start ---
switch to configuration mode
                            # Command Request
                                             0xc0 0x00 0x08 0x00 0x00 0x70 0x21 0x00 0xc3 0x00 0x00
                    # Command Response
                                      0xc1 0x00 0x08 0x00 0x00 0x70 0x21 0x00 0xc3 0x00 0x00
             Switch to Normal Mode.
Waiting for data...
3108238,38.2612233,140.8485612,-0.22,9.21,-0.17,0.00,0
3112879,38.2612233,140.8485612,-0.26,9.21,-0.19,0.00,0
3113899,38.2612233,140.8485612,-0.26,9.21,-0.21,0.00,0
3114919,38.2612233,140.8485612,-0.24,9.19,-0.17,0.00,0
3129273,38.2612233,140.8485612,-0.24,9.23,-0.15,0.00,0
3130364,38.2612233,140.8485612,-0.26,9.19,-0.19,0.00,0
3142707,38.2612233,140.8485612,-0.26,9.21,-0.21,0.00,0
3146787,38.2612233,140.8485612,-0.21,9.19,-0.19,0.00,0
